pH,EC,CO3,HCO3,Cl,SO4,NO3,Ca,Mg,Na,K,F,tds,Actual_WQI,Predicted_WQI,Calculated_WQI,Classification
7.1,528.0,0.0,99.0,77.0,2.0,1.0,25.0,9.0,45.0,5.2,0.12,343,130.0956,135.74922071199998,149.53,Moderate (Filtration required)
7.7,728.0,0.0,295.0,45.0,10.0,37.0,42.0,41.0,32.0,10.6,0.55,436,187.8694,189.9715003000001,201.61,Poor (Needs purification before use)
7.17,1105.0,0.0,372.1,106.5,68.3,28.5,36.0,59.5,82.8,30.2,0.37,377,243.77138,241.80961559999992,181.60100000000003,Moderate (Filtration required)
7.57,970.0,0.0,287.0,113.0,56.0,38.0,46.0,69.0,36.0,3.5,1.09,537,241.21098,241.30600320000005,251.571,Poor (Needs purification before use)
7.7,844.0,0.0,317.0,50.0,35.0,55.0,80.0,4.9,89.0,1.9,0.97,414,209.5243,205.76923959999988,193.38000000000002,Moderate (Filtration required)
8.1,588.0,0.0,213.0,6.0,38.0,13.0,31.0,37.0,11.0,1.0,0.14,382,151.0534,154.31687039600007,175.63000000000002,Moderate (Filtration required)
7.7,840.0,0.0,311.0,96.0,5.0,31.0,64.0,34.0,46.0,15.0,0.35,481,213.5118,213.38154309999993,224.11,Poor (Needs purification before use)
7.55,840.0,0.0,224.0,90.0,26.0,82.0,68.0,35.0,38.0,11.2,0.56,504,218.0189,217.012181272,234.76500000000001,Poor (Needs purification before use)
7.9,584.0,0.0,183.0,78.0,35.5,0.9,80.0,10.0,24.0,8.0,0.6,350,150.7433,151.51880304799997,169.37,Moderate (Filtration required)
7.11,689.0,0.0,341.6,32.0,19.2,0.1,46.0,32.8,36.5,10.6,0.65,445,183.53314,182.17907038599986,203.773,Poor (Needs purification before use)
8.22,890.0,0.0,250.182,113.28,61.63,2.44,50.0,44.9624,43.3,12.57,0.13,578,230.8862216,231.99185494000005,262.15472,Poor (Needs purification before use)
7.53,380.0,0.0,147.3,82.3,22.7,25.7,25.7,16.9,60.06,1.89,0.43,486,145.12378,138.25745040000004,209.439,Poor (Needs purification before use)
8.3,668.0,48.0,220.0,50.0,23.0,10.0,40.0,27.0,70.0,0.9,0.75,448,175.4916,180.109779798,201.79000000000002,Poor (Needs purification before use)
7.143,213.9,0.0,183.1,17.7,0.0,3.9,40.0,10.9,17.4,8.8,0.1,181,72.989102,71.64396600000008,89.8129,Good (Minor treatment needed)
8.12,670.0,0.0,317.0,57.0,20.0,11.0,40.0,27.0,70.67,0.9,0.9,449,184.63127,182.14216733600003,202.13600000000002,Poor (Needs purification before use)
7.4,1443.0,0.0,345.0,144.0,33.0,41.0,141.0,25.0,59.0,3.91,0.89,938,363.43656,378.86721379999994,427.2200000000001,"Severely Contaminated (Avoid drinking, high health risk)"
7.94,2550.0,0.0,793.0,142.0,124.0,310.0,24.0,10.0,541.0,1.6,2.5,1709,707.20476,675.12816686,696.182,Highly Polluted (Not for any domestic use)
8.76,1355.0,120.0,427.0,56.0,77.0,20.0,16.0,29.0,210.0,13.0,0.49,813,339.20064,340.0981962500002,341.32800000000003,"Very Poor (Not suitable for drinking, high risk)"
7.96,910.0,0.0,178.0,126.7,57.0,157.5,93.0,7.2,97.5,18.7,0.08,450,236.22264,220.98386420799991,212.448,Poor (Needs purification before use)
7.61,241.0,0.0,79.0,25.0,2.0,6.0,30.0,7.2912,30.0,7.0,0.13,70,52.4009848,53.281639199999994,41.47036,Excellent (Safe for drinking)
7.5,61.0,0.0,17.08,12.78,1.61,2.44,3.2064,2.9184,5.25,0.85,0.17,36,16.6684484,16.991907351999984,18.48744,Excellent (Safe for drinking)
7.7,2123.0,0.0,372.1,287.1,193.8,65.8,138.0,108.1,114.9,22.9,0.35,635,440.3436,444.133152,330.14,"Very Poor (Not suitable for drinking, high risk)"
6.7,1685.0,0.0,549.0,191.7,78.0,25.0,170.0,37.7,102.0,9.6,1.06,576,368.3679,370.99343699999974,294.71999999999997,Poor (Needs purification before use)
7.81,728.0,0.0,293.0,57.0,15.0,25.0,46.0,27.0,61.0,2.8,0.45,473,193.91514,193.44887665599995,213.443,Poor (Needs purification before use)
7.96,755.4,0.0,213.6,102.8,35.9,22.2,8.0,30.4,101.2,7.5,0.94,593,213.75384,215.75895199999985,251.10800000000003,Poor (Needs purification before use)
8.05,181.3,0.0,79.3,14.2,0.0,12.1,14.0,10.9,3.6,7.9,0.09,297,75.5899,76.42146479999998,128.685,Moderate (Filtration required)
7.6,954.0,0.0,248.0,121.0,32.0,43.0,71.0,33.0,80.0,1.0,0.19,620,249.3694,249.19806820000002,281.48,Poor (Needs purification before use)
7.4,993.0,0.0,231.8,127.6,8.0,2.0,44.0,31.6,62.4,16.5,0.21,1126,315.0592,333.3030488000002,475.30000000000007,"Severely Contaminated (Avoid drinking, high health risk)"
6.09,38.75,0.0,42.73,28.36,3.68,0.0,8.01,2.42,21.65,2.16,0.03,23,16.80842,18.071350559999992,14.156,Excellent (Safe for drinking)
7.17,1370.0,0.0,325.0,234.0,81.0,3.2,85.0,52.0,95.9,4.6,0.11,608,313.62188,313.94977600000004,286.451,Poor (Needs purification before use)
6.82,97.0,0.0,19.52,21.3,0.0,6.4,5.6112,6.3232,10.3,2.6,0.0,58,25.7911112,26.222624103999998,28.826320000000003,Excellent (Safe for drinking)
7.09,638.0,0.0,283.0,49.0,8.0,3.0,87.0,9.0,36.0,3.0,0.58,415,170.20226,171.4406032950001,196.92700000000002,Moderate (Filtration required)
8.12,509.8,0.0,280.6,14.2,20.7,0.0,20.0,36.0,35.9,7.5,0.43,489,161.29138,157.65545220000004,214.83600000000004,Poor (Needs purification before use)
7.68,150.0,0.0,24.0,14.0,16.0,9.0,2.0,1.0,21.0,4.0,0.0,90,38.75652,39.14579114399998,39.204,Excellent (Safe for drinking)
7.6,1509.0,0.0,436.0,225.0,12.0,77.0,42.0,26.0,237.0,2.9,1.35,981,399.1958,397.97565448499984,415.08,"Severely Contaminated (Avoid drinking, high health risk)"
7.88,606.0,0.0,317.0,113.0,15.0,34.0,56.0,63.0,28.0,0.79,1.38,406,178.22156,168.10224073999998,200.464,"Beyond Measurement (Immediate action required, potential disaster)"
7.9,808.0,0.0,378.0,35.0,10.0,8.0,30.0,41.0,63.0,2.5,0.39,525,212.4996,215.30785177999988,233.67000000000002,Poor (Needs purification before use)
8.1,1635.0,0.0,171.0,299.0,252.0,35.0,43.0,95.0,160.0,10.0,0.2,1629,508.7954,494.7679119199999,695.43,Highly Polluted (Not for any domestic use)
6.77,640.0,0.0,36.6,134.9,47.2,22.8,30.06,9.728,46.24,15.4,0.6,384,157.433192,156.61487126600002,167.56740000000002,Moderate (Filtration required)
7.67,6240.0,0.0,329.0,1636.0,415.0,28.0,216.0,214.0,848.0,3.2,1.18,3744,1534.13358,1541.9836683800008,1628.901,Extremely Polluted (Only suitable for industrial use)
7.7,2710.0,0.0,220.0,412.0,263.0,242.0,208.0,61.0,254.0,51.0,0.56,1626,691.7088,688.6089989280001,733.4100000000001,Highly Polluted (Not for any domestic use)
6.91,777.0,0.0,403.0,53.0,24.0,0.61,34.0,36.0,67.0,5.9,1.36,466,205.12637,204.173872716,209.473,Poor (Needs purification before use)
7.9,872.0,0.0,297.0,35.0,80.0,24.0,12.0,40.0,104.0,6.4,1.51,567,230.464,231.30441663200006,244.77,Poor (Needs purification before use)
7.66,563.8,0.0,323.3,46.1,0.0,0.1,38.0,24.3,41.1,2.7,0.16,652,195.52974,191.54875720000004,281.788,Poor (Needs purification before use)
7.45,1790.0,0.0,708.0,142.0,36.0,96.0,128.0,46.0,134.0,72.0,0.58,1086,471.3673,467.8876800160002,488.83500000000004,"Severely Contaminated (Avoid drinking, high health risk)"
7.9,718.0,0.0,262.0,67.0,23.0,26.0,38.0,36.0,52.0,0.0,0.13,380,177.8546,178.28319355199997,176.57,Moderate (Filtration required)
8.15,373.0,0.0,183.0,17.8,4.5,5.2,30.0,17.0,18.6,2.5,0.38,292,107.1267,110.63897689599995,133.345,Moderate (Filtration required)
7.55,688.0,0.0,252.0,35.0,10.0,46.0,92.0,12.0,16.0,0.1,0.05,412,177.0983,178.78996211199998,198.265,Moderate (Filtration required)
8.07,1325.0,0.0,519.0,99.0,28.0,68.0,113.0,29.0,125.0,2.5,0.19,861,355.64798,355.20282107199995,389.42100000000005,"Very Poor (Not suitable for drinking, high risk)"
7.7,1370.0,0.0,457.7,170.2,12.0,70.2,92.0,38.9,113.4,37.5,0.99,1181,406.2587,403.7582301999999,513.98,Highly Polluted (Not for any domestic use)
7.32,229.0,0.0,48.8,35.5,50.2,1.7,32.0,2.4,17.7,1.2,0.1,1126,204.04348,204.6138912000002,462.91600000000005,"Severely Contaminated (Avoid drinking, high health risk)"
8.07,1114.0,0.0,378.0,149.0,72.0,38.0,54.0,56.0,96.0,11.0,0.89,1126,358.54398,356.3586792000002,485.821,"Severely Contaminated (Avoid drinking, high health risk)"
7.81,730.0,0.0,301.0,40.0,17.0,16.0,56.0,18.0,65.0,1.8,0.33,438,187.78214,189.40307636000009,199.743,Moderate (Filtration required)
8.29,504.0,0.0,146.0,57.0,74.0,2.12,40.0,17.0,50.8,0.5,0.32,302,133.33282,130.88181285599995,140.387,Moderate (Filtration required)
8.59,815.0,48.0,73.0,156.0,56.0,30.0,32.0,44.0,86.0,1.8,0.39,546,210.32606,213.3103027400001,243.77700000000002,Poor (Needs purification before use)
7.24,1146.0,0.0,439.0,117.0,46.0,48.0,164.0,22.0,51.0,3.4,0.62,687,302.62576,299.287419944,332.77200000000005,"Very Poor (Not suitable for drinking, high risk)"
7.16,1409.0,0.0,427.0,142.0,45.0,76.0,142.0,39.0,95.0,1.6,0.35,916,372.00184,373.20589899199985,422.84800000000007,"Severely Contaminated (Avoid drinking, high health risk)"
7.51,558.0,0.0,183.0,50.0,24.0,25.0,50.0,11.0,44.0,2.1,0.47,334,144.32574,144.62508510399996,154.153,Moderate (Filtration required)
8.35,480.0,10.0,124.1,32.1,22.4,20.7,38.0,11.4,31.8,15.0,0.08,255,116.1882,116.71182436399998,119.32499999999999,Moderate (Filtration required)
7.49,95.0,0.0,13.9,15.6,2.5,10.6,6.4,3.9,12.6,5.5,0.0,97,31.39176,31.424587232000004,44.13700000000001,Excellent (Safe for drinking)
7.2,789.0,0.0,333.0,32.0,24.0,13.0,63.0,26.0,46.0,3.6,0.21,513,207.2314,208.55683382499998,234.06,Poor (Needs purification before use)
7.04,420.0,0.0,207.0,14.0,8.0,2.5,40.0,6.0,38.0,0.0,0.28,235,107.16706,107.58964086000003,109.91199999999999,Moderate (Filtration required)
8.1,1270.0,0.0,579.7,66.9,53.3,43.5,12.0,16.8,235.8,3.7,1.03,1181,397.2031,395.0976971999998,483.47,"Severely Contaminated (Avoid drinking, high health risk)"
8.3,730.0,12.0,293.0,28.0,71.0,3.0,72.0,27.0,24.0,11.0,2.52,438,189.6582,189.68839851600012,207.39000000000001,Poor (Needs purification before use)
7.74,1356.0,0.0,482.0,156.0,32.0,19.0,124.0,22.0,142.0,2.5,0.47,342,281.48136,276.8475266720001,182.92200000000003,Moderate (Filtration required)
9.2,1252.0,66.0,49.0,163.0,117.0,7.0,20.0,53.0,78.0,38.0,1.32,751,292.7578,305.136163,325.06,"Very Poor (Not suitable for drinking, high risk)"
8.0,2029.0,0.0,143.0,308.0,44.0,40.0,177.0,62.0,78.0,1.1,0.15,1319,486.6636,519.7134378799998,601.7,Highly Polluted (Not for any domestic use)
7.5,746.0,0.0,322.0,35.0,43.0,7.0,90.0,23.0,17.0,6.5,0.25,485,198.903,198.590104464,230.15,Poor (Needs purification before use)
7.2,500.0,0.0,25.6,113.1,2.45,79.6,27.8,5.2,55.54,12.63,0.27,156,109.32266,111.71935147200003,74.46000000000001,Good (Minor treatment needed)
8.2,1823.0,0.0,500.0,305.0,38.0,0.1,148.0,22.0,143.0,88.0,1.14,1093,460.7091,461.060934874,490.66,"Severely Contaminated (Avoid drinking, high health risk)"
7.98,525.0,0.0,207.0,47.0,10.0,10.0,44.0,21.0,28.0,3.0,0.32,341,138.79772,139.740004874,158.294,Moderate (Filtration required)
7.72,870.0,0.0,268.0,71.0,54.0,73.0,110.0,20.0,31.0,9.0,0.48,532,230.89808,228.59675233200002,254.116,Poor (Needs purification before use)
8.42,423.0,12.0,264.45,0.44,2.104,0.0,13.73,13.321,50.939,2.408,0.07,274,115.587358,115.62754157599993,120.24130000000001,Moderate (Filtration required)
8.122,5258.8,0.0,348.0,31.9,21.0,6.4,46.0,24.2,45.9,10.3,0.02,181,668.767608,967.6830108000004,95.8966,Good (Minor treatment needed)
7.56,1319.0,0.0,268.0,263.0,60.0,0.91,96.0,27.0,170.0,1.3,0.21,791,332.87477,335.0278040029999,355.568,"Very Poor (Not suitable for drinking, high risk)"
7.97,370.5,0.0,183.1,14.2,30.0,4.2,36.1,20.7,11.9,1.2,0.3,410,126.10748,126.26994329999988,183.43099999999998,Moderate (Filtration required)
7.21,1956.0,0.0,635.0,284.0,20.0,55.0,100.0,85.0,139.0,42.0,0.7,1126,492.40294,493.083885873,508.06300000000005,Highly Polluted (Not for any domestic use)
7.5,375.0,0.0,190.0,7.0,7.0,1.0,43.0,10.0,15.0,2.8,0.05,244,100.1188,100.7335893,115.75,Moderate (Filtration required)
9.52,130.0,6.0,18.0,14.0,11.0,6.0,4.0,1.0,16.0,11.0,0.04,78,33.68628,33.843690899999984,35.556000000000004,Excellent (Safe for drinking)
8.02,950.8,0.0,378.3,60.3,53.1,38.8,50.1,30.4,104.6,0.8,0.54,1059,319.70198,312.72071143999983,450.156,"Severely Contaminated (Avoid drinking, high health risk)"
7.05,1634.0,0.0,531.0,230.0,70.0,40.0,144.0,51.0,138.0,1.1,0.95,980,423.8403,424.9545133759998,452.615,"Severely Contaminated (Avoid drinking, high health risk)"
7.66,1060.0,0.0,357.0,94.0,64.0,39.0,87.0,23.0,100.0,1.9,0.98,636,275.62464,275.15335238599994,289.698,Poor (Needs purification before use)
7.69,370.0,0.0,77.0,57.5,15.8,22.7,31.0,2.2,40.5,2.3,0.02,132,82.78346,82.47676716400001,65.06700000000001,Good (Minor treatment needed)
7.3,668.0,0.0,219.0,57.0,20.0,53.0,72.0,27.0,19.0,2.7,0.08,434,178.7224,177.70898567199995,205.49,Poor (Needs purification before use)
7.8,1594.0,0.0,353.9,177.5,144.0,98.7,76.0,36.5,166.4,5.1,0.98,1126,434.7266,436.0314248,486.49,"Severely Contaminated (Avoid drinking, high health risk)"
7.49,2360.0,0.0,342.0,427.0,106.0,88.0,72.0,63.0,287.0,7.0,0.7,1416,585.65386,599.9582378079999,609.1469999999999,Highly Polluted (Not for any domestic use)
7.54,998.3,0.0,366.1,88.6,63.4,67.8,50.1,48.6,83.0,0.4,0.64,248,215.04866,206.05205146,131.072,Moderate (Filtration required)
7.3,1486.0,0.0,336.0,163.0,77.0,112.0,68.0,84.0,89.0,3.0,0.49,891,376.7562,378.5785427200001,404.19000000000005,"Severely Contaminated (Avoid drinking, high health risk)"
7.53,1163.0,0.0,378.3,134.7,65.8,36.0,60.1,52.2,94.8,1.8,0.45,986,341.51792,337.55761580000006,430.34900000000005,"Severely Contaminated (Avoid drinking, high health risk)"
7.85,804.0,0.0,427.0,17.8,18.0,3.4,116.0,14.6,22.0,0.6,1.08,61,150.3519,150.94407528000008,65.935,Good (Minor treatment needed)
8.08,471.0,0.0,244.0,21.0,9.0,0.0,12.0,34.0,34.0,5.4,0.25,282,122.64952,124.26534256400005,129.02400000000003,Moderate (Filtration required)
7.67,9050.0,0.0,549.0,2219.0,667.0,53.0,584.0,345.0,814.0,22.0,1.38,5430,2220.31838,2180.6574324400017,2453.0009999999997,"Toxic Water (Unsafe for any use, needs extreme treatment)"
8.318,906.0,30.0,177.0,107.0,72.0,22.0,46.0,15.0,100.0,42.6,0.15,589,235.235852,235.18989203599997,256.3954,Poor (Needs purification before use)
7.3,1347.0,0.0,512.568,127.62,48.0,74.1,68.0,38.8864,169.7,2.8,0.8,808,355.7960736,352.61583682799994,357.45592000000005,"Very Poor (Not suitable for drinking, high risk)"
6.95,81.0,0.0,7.6,12.9,4.0,6.4,4.2,1.2,10.6,4.0,0.0,120,31.4149,33.84180194799998,51.705,Good (Minor treatment needed)
7.8,1334.0,0.0,393.0,124.0,4.0,22.0,78.0,36.0,95.0,14.8,1.07,867,336.736,348.048825176,383.34,"Very Poor (Not suitable for drinking, high risk)"
7.68,591.0,0.0,335.6,21.3,13.6,5.0,80.2,14.6,18.8,0.4,0.62,380,161.60992,160.36895091399995,182.744,Moderate (Filtration required)
8.2,237.9,0.0,79.3,31.9,0.0,2.8,28.0,3.6,12.6,9.9,0.91,345,90.327,89.78691190000005,149.94,Moderate (Filtration required)
6.84,141.2,0.0,103.78,24.82,15.53,0.0,22.02,13.34,4.52,1.16,0.34,84,43.65212,41.49993407199997,46.26,Excellent (Safe for drinking)
7.4,1970.0,0.0,598.0,362.0,43.0,9.0,56.0,80.0,271.0,12.0,0.59,1198,507.0316,501.01931038,522.22,Highly Polluted (Not for any domestic use)
7.74,663.0,0.0,445.0,18.0,0.0,0.0,60.0,21.0,47.0,2.0,0.04,424,183.73436,180.67332219999992,196.22200000000004,Moderate (Filtration required)
8.3,408.0,24.0,98.0,43.0,23.0,2.3,36.0,22.0,14.0,2.7,0.2,1629,299.0753,288.0100058999999,671.49,Highly Polluted (Not for any domestic use)
6.93,4330.0,0.0,220.0,822.0,241.0,564.0,393.0,190.0,171.0,15.4,0.44,2531,1092.11942,1084.370703470001,1189.3790000000001,Extremely Polluted (Only suitable for industrial use)
7.5,605.0,0.0,188.0,57.0,29.0,9.0,67.0,22.0,16.0,2.8,0.5,393,157.1548,158.9308030140001,186.15,Moderate (Filtration required)
7.35,850.0,0.0,262.0,110.0,24.0,37.0,92.0,9.0,71.0,1.7,0.39,504,219.4281,218.46515991500002,234.10500000000002,Poor (Needs purification before use)
7.6,1306.0,0.0,303.0,129.0,2.0,40.0,72.0,47.0,40.0,2.2,0.54,849,322.1236,335.829406248,377.58,"Very Poor (Not suitable for drinking, high risk)"
7.2,1329.0,0.0,336.0,241.0,9.0,44.0,82.0,56.0,97.0,11.0,1.7,746,328.3698,333.12570939299985,341.96000000000004,"Very Poor (Not suitable for drinking, high risk)"
7.529,129.8,0.0,109.9,21.3,2.1,7.2,16.0,10.9,19.3,4.0,0.3,181,56.638706,53.45970073999999,82.7287,Good (Minor treatment needed)
8.01,3090.0,0.0,1142.0,250.0,150.0,52.0,100.0,29.0,525.0,2.1,2.72,1854,798.82674,801.9487332039998,782.7030000000001,Highly Polluted (Not for any domestic use)
8.25,1425.0,0.0,732.0,50.0,48.0,10.0,20.0,19.0,285.0,1.5,1.53,489,325.3955,321.5122156,209.775,Poor (Needs purification before use)
7.75,1783.0,0.0,616.1,209.5,74.4,15.3,82.0,36.5,170.2,128.1,0.99,450,372.6253,368.74437059999997,217.875,Poor (Needs purification before use)
7.11,1151.0,0.0,413.0,130.0,22.0,10.0,56.0,71.0,64.0,1.2,0.76,690,290.25274,295.6894073610002,316.233,"Very Poor (Not suitable for drinking, high risk)"
7.26,910.0,0.0,362.0,47.0,14.0,74.0,103.0,20.0,52.0,2.4,0.3,592,246.09704,244.6424176079997,275.878,Poor (Needs purification before use)
7.73,250.0,0.0,122.0,25.0,21.0,15.0,6.0,12.0,44.0,4.0,0.39,150,71.39222,67.926117935,67.71900000000001,Good (Minor treatment needed)
8.0,915.0,0.0,357.0,35.0,27.0,3.0,51.0,27.0,56.0,25.4,0.07,595,235.7764,243.26746077200005,263.8,Poor (Needs purification before use)
7.04,115.0,0.0,21.96,25.6,0.0,5.2,6.4128,2.432,12.0,3.63,0.0,69,29.9366576,30.92729148400001,32.36544000000001,Excellent (Safe for drinking)
7.72,1273.0,0.0,323.0,140.0,40.0,140.0,114.0,27.0,108.0,3.0,0.28,827,342.18608,337.25436499200003,375.416,"Very Poor (Not suitable for drinking, high risk)"
7.0,384.4,0.0,207.57,56.72,18.8,0.0,18.01,40.04,10.94,3.99,0.27,230,105.37889,103.62672617800001,111.51499999999999,Moderate (Filtration required)
8.0,2125.0,0.0,500.0,268.0,27.0,32.0,318.0,70.0,80.0,21.5,1.23,1381,540.213,543.2209870399998,671.1999999999999,Highly Polluted (Not for any domestic use)
8.18,247.7,0.0,207.57,14.18,10.61,0.0,26.02,20.62,14.37,2.06,0.44,148,73.60871,69.40473579000007,75.646,Good (Minor treatment needed)
7.9,972.0,0.0,342.0,106.0,16.0,26.0,88.0,17.0,77.0,5.0,0.86,1126,326.9426,329.94533440000015,484.27000000000004,"Severely Contaminated (Avoid drinking, high health risk)"
7.85,1320.0,0.0,293.0,92.0,18.0,265.0,32.0,7.3,253.0,2.0,1.0,884,367.3766,353.7101867999999,367.74500000000006,"Very Poor (Not suitable for drinking, high risk)"
8.17,416.0,0.0,144.0,28.0,10.0,13.0,28.0,7.0,31.0,1.0,0.56,249,105.35538,107.52859011999995,112.551,Moderate (Filtration required)
7.26,2011.0,0.0,458.0,333.0,85.0,59.0,142.0,51.0,176.0,41.0,0.36,1167,504.84664,506.41161636100014,526.878,Highly Polluted (Not for any domestic use)
8.1,564.0,0.0,303.0,20.0,23.0,41.0,126.0,20.0,52.0,9.4,0.53,367,165.1698,153.5652304459999,193.03000000000003,Moderate (Filtration required)
8.35,2830.0,84.0,232.0,376.0,488.0,1.0,28.0,51.0,561.0,6.0,1.11,1698,708.8609,703.9791037599998,705.4050000000001,Highly Polluted (Not for any domestic use)
7.85,2240.0,0.0,671.0,220.0,107.0,178.0,148.0,78.0,209.0,27.0,1.14,1344,586.6339,576.6035034359996,607.755,Highly Polluted (Not for any domestic use)
7.73,7210.0,0.0,586.0,1579.0,783.0,70.0,208.0,102.0,1300.0,14.0,1.3,4326,1815.03322,1811.4503608400014,1825.719,Extremely Polluted (Only suitable for industrial use)
8.24,5831.0,0.0,536.8,1442.8,130.3,27.9,86.0,63.2,979.8,28.7,0.2,1194,1089.43486,1087.36294346,524.832,Highly Polluted (Not for any domestic use)
7.1,6960.0,0.0,207.0,2024.0,430.6,218.0,60.0,545.0,500.0,0.81,0.76,4663,1780.09596,1788.494638159998,2048.83,"Toxic Water (Unsafe for any use, needs extreme treatment)"
7.9,856.0,0.0,290.0,70.0,54.0,14.0,42.0,37.0,72.0,2.8,0.49,556,224.7304,225.50760623999992,248.47,Poor (Needs purification before use)
8.0,844.2,0.0,353.8,117.0,0.0,0.0,36.0,31.6,84.5,6.1,0.07,409,204.2531,204.61607539999994,186.28000000000003,Moderate (Filtration required)
8.45,775.3,33.0,384.3,31.9,5.4,0.0,16.0,13.4,150.1,1.9,0.52,599,221.3652,222.53347231200004,250.955,Poor (Needs purification before use)
7.67,350.0,0.0,97.6,46.15,4.0,14.9,40.08,13.376,20.5,10.7,0.0,210,90.185744,90.775934881,102.3378,Moderate (Filtration required)
7.19,2275.0,0.0,253.0,569.0,84.0,2.0,263.0,43.0,130.0,3.6,0.05,1479,575.90226,576.872896264,685.557,Highly Polluted (Not for any domestic use)
7.66,5690.0,0.0,769.0,1124.0,347.0,291.0,168.0,112.0,788.0,168.0,0.4,1126,1120.97424,1064.4745034999996,536.6980000000001,Highly Polluted (Not for any domestic use)
7.9,1766.0,0.0,342.0,184.0,377.0,35.0,36.0,107.0,198.0,1.1,0.4,1183,480.3612,467.75562398400007,518.47,Highly Polluted (Not for any domestic use)
8.45,275.0,36.0,85.0,13.0,0.0,2.7,20.0,7.3,33.0,2.3,0.16,262,81.9549,84.88933267999995,115.525,Moderate (Filtration required)
7.3,838.0,0.0,286.794,85.08,52.5,38.3,80.0,21.8736,60.4,6.6,1.4,502,220.4949984,218.34156960000007,233.55208000000002,Poor (Needs purification before use)
7.9,799.0,0.0,297.0,65.0,8.0,6.0,43.0,33.0,41.0,2.0,0.02,519,204.9466,208.81951498500007,232.77000000000004,Poor (Needs purification before use)
7.56,4286.0,0.0,366.1,524.7,924.1,200.2,200.4,121.5,335.5,330.3,0.45,776,861.73704,826.5018006000001,409.238,"Severely Contaminated (Avoid drinking, high health risk)"
7.1,580.0,0.0,195.0,64.0,40.0,21.0,48.0,49.0,22.0,0.0,1.03,348,151.8614,151.70742885500002,170.43,Moderate (Filtration required)
7.86,754.0,0.0,293.0,77.0,10.0,2.0,56.0,29.0,50.0,3.1,0.32,490,197.20464,199.18918750800003,223.858,Poor (Needs purification before use)
7.85,1706.0,0.0,396.5,259.2,137.1,18.6,112.0,65.6,115.8,41.1,0.78,356,337.8807,329.0326123360003,198.035,Moderate (Filtration required)
7.99,1275.0,0.0,598.0,52.0,23.0,42.0,76.0,24.0,155.0,3.7,1.16,182,250.83906,244.2922206000002,105.197,Moderate (Filtration required)
7.9,2670.0,0.0,653.0,317.0,36.0,315.0,174.0,113.0,195.0,1.2,0.81,1736,710.4028,684.1639380649998,782.8700000000001,Highly Polluted (Not for any domestic use)
8.3,840.0,30.0,248.2,42.5,37.8,31.8,68.0,12.7,57.9,4.7,0.0,252,174.3312,180.56281399600007,127.5,Moderate (Filtration required)
7.84,347.0,0.0,165.0,25.0,17.0,2.0,42.0,10.0,8.0,21.0,0.02,225,95.47276,94.77317395800003,107.952,Moderate (Filtration required)
7.42,3316.0,0.0,488.0,603.0,210.0,237.0,228.0,97.0,328.0,2.3,0.33,2222,882.48668,866.2041286219999,988.5260000000001,Highly Polluted (Not for any domestic use)
7.56,318.0,0.0,189.0,11.0,2.4,0.0,24.0,20.0,5.3,1.9,0.09,190,84.10914,85.76822479399996,91.468,Good (Minor treatment needed)
7.86,670.0,0.0,347.8,24.7,13.7,1.1,73.0,17.2,28.7,4.9,0.2,1181,286.45584,283.9798007999999,501.81800000000004,Highly Polluted (Not for any domestic use)
8.03,895.0,0.0,384.0,85.0,10.0,0.0,12.0,44.0,103.0,3.0,0.52,492,222.75442,225.89870809999982,216.00900000000001,Poor (Needs purification before use)
7.42,2070.0,0.0,464.0,340.0,142.0,32.0,112.0,102.0,141.0,21.2,0.38,1174,512.89808,517.9939929029999,536.0260000000001,Highly Polluted (Not for any domestic use)
7.83,1455.0,0.0,531.0,138.0,61.0,11.0,62.0,28.0,137.0,123.0,0.36,885,378.29962,377.1538188039999,383.349,"Very Poor (Not suitable for drinking, high risk)"
8.15,430.0,0.0,219.6,21.3,12.0,1.4,28.0,14.6,60.4,0.5,0.25,1358,271.8949,267.6686149,558.4250000000001,Highly Polluted (Not for any domestic use)
8.53,773.0,60.0,82.0,67.0,18.0,152.2,48.0,26.6,84.8,4.4,0.36,608,221.22042,221.3028680000001,268.139,Poor (Needs purification before use)
8.18,3325.0,0.0,542.0,685.0,142.0,18.0,128.0,36.0,560.0,18.0,0.74,1995,830.53552,827.0386008479999,849.654,Highly Polluted (Not for any domestic use)
7.55,1012.0,0.0,380.0,84.0,14.0,87.0,89.0,47.0,57.0,1.1,0.12,658,273.9823,269.88966024999985,306.265,"Very Poor (Not suitable for drinking, high risk)"
7.73,1723.0,0.0,525.0,242.0,73.0,83.0,124.0,63.0,115.0,37.0,1.58,1033,448.55122,444.5894567239998,471.6190000000001,"Severely Contaminated (Avoid drinking, high health risk)"
7.61,581.0,0.0,294.0,15.0,9.0,5.0,58.0,17.0,28.0,5.0,0.17,348,150.83754,152.32709849100004,163.983,Moderate (Filtration required)
7.79,2336.0,0.0,567.5,265.9,168.1,78.2,102.2,120.3,152.1,3.8,0.43,856,509.47886,505.87665579999987,411.487,"Severely Contaminated (Avoid drinking, high health risk)"
7.46,1398.0,0.0,549.0,149.1,36.0,81.6,100.0,58.4,108.0,5.1,0.66,1126,410.81304,406.7405771999999,500.158,"Beyond Measurement (Immediate action required, potential disaster)"
